      Wavelegth (um)      Normalized RSF
            0.550000            0.001000
            0.560000            0.038000
            0.570000            0.343000
            0.580000            0.647000
            0.590000            0.777000
            0.600000            0.829000
            0.610000            0.872000
            0.620000            0.833000
            0.630000            0.890000
            0.640000            0.944000
            0.650000            0.939000
            0.660000            0.903000
            0.670000            0.939000
            0.680000            1.000000
            0.690000            0.935000
            0.700000            0.535000
            0.710000            0.217000
            0.720000            0.106000
            0.730000            0.052000
            0.740000            0.028000
            0.750000            0.020000
            0.760000            0.010000
            0.770000            0.010000
            0.780000            0.009000
            0.790000            0.007000
            0.800000            0.007000
            0.810000            0.007000
            0.820000            0.008000
            0.830000            0.008000
            0.840000            0.009000
            0.850000            0.010000
            0.860000            0.011000
            0.870000            0.013000
            0.880000            0.016000
            0.890000            0.017000
            0.900000            0.017000
            0.910000            0.015000
            0.920000            0.013000
            0.930000            0.011000
            0.940000            0.009000
            0.950000            0.008000
            0.960000            0.006000
            0.980000            0.003000
            1.000000            0.002000
            1.020000            0.002000
            1.040000            0.001000
            1.060000            0.001000
            1.080000            0.001000
            1.100000            0.001000
