     Wavelength (um)      Normalized RSF
            0.430000            0.005500
            0.432000           -0.005000
            0.434000           -0.004500
            0.436000           -0.004400
            0.438000            0.006400
            0.440000           -0.000600
            0.442000           -0.002000
            0.444000           -0.001400
            0.446000           -0.000600
            0.448000           -0.000800
            0.450000           -0.000300
            0.452000            0.000000
            0.454000           -0.001000
            0.456000           -0.001700
            0.458000           -0.003400
            0.460000            0.001200
            0.462000           -0.000300
            0.464000           -0.001000
            0.466000           -0.001300
            0.468000           -0.000600
            0.470000           -0.002500
            0.472000            0.000300
            0.474000           -0.000600
            0.476000           -0.000800
            0.478000           -0.000100
            0.480000           -0.000100
            0.482000           -0.000300
            0.484000           -0.000900
            0.486000           -0.000600
            0.488000           -0.000300
            0.490000           -0.000600
            0.492000           -0.000700
            0.494000            0.000900
            0.496000            0.000200
            0.498000            0.000700
            0.500000           -0.000700
            0.502000           -0.000100
            0.504000           -0.000800
            0.506000           -0.000200
            0.508000            0.000500
            0.510000            0.000000
            0.512000            0.000200
            0.514000           -0.000200
            0.516000           -0.000500
            0.518000           -0.000400
            0.520000           -0.000400
            0.522000            0.000600
            0.524000           -0.000400
            0.526000            0.000500
            0.528000            0.000400
            0.530000           -0.000100
            0.532000            0.000200
            0.534000            0.000000
            0.536000            0.000200
            0.538000           -0.000400
            0.540000            0.000200
            0.542000           -0.000200
            0.544000            0.000100
            0.546000           -0.000100
            0.548000            0.000100
            0.550000            0.000300
            0.552000            0.000100
            0.554000            0.000200
            0.556000            0.000100
            0.558000            0.000200
            0.560000            0.000000
            0.562000            0.000200
            0.564000            0.000100
            0.566000            0.000500
            0.568000            0.000400
            0.570000            0.000700
            0.572000            0.000900
            0.574000            0.001300
            0.576000            0.002100
            0.578000            0.006500
            0.580000            0.018500
            0.582000            0.046000
            0.584000            0.115100
            0.586000            0.257200
            0.588000            0.427200
            0.590000            0.513000
            0.592000            0.547200
            0.594000            0.578200
            0.596000            0.622400
            0.598000            0.674700
            0.600000            0.719800
            0.602000            0.754900
            0.604000            0.776500
            0.606000            0.791600
            0.608000            0.806700
            0.610000            0.821900
            0.612000            0.834400
            0.614000            0.840300
            0.616000            0.851100
            0.618000            0.863500
            0.620000            0.871400
            0.622000            0.877600
            0.624000            0.886500
            0.626000            0.894900
            0.628000            0.902100
            0.630000            0.908100
            0.632000            0.908100
            0.634000            0.921200
            0.636000            0.931400
            0.638000            0.942300
            0.640000            0.956100
            0.642000            0.970600
            0.644000            0.983800
            0.646000            0.996500
            0.648000            1.000000
            0.650000            0.995200
            0.652000            0.984300
            0.654000            0.967900
            0.656000            0.940300
            0.658000            0.927500
            0.660000            0.904100
            0.662000            0.886300
            0.664000            0.871100
            0.666000            0.867400
            0.668000            0.876900
            0.670000            0.899500
            0.672000            0.933400
            0.674000            0.953500
            0.676000            0.895700
            0.678000            0.714100
            0.680000            0.479200
            0.682000            0.285400
            0.684000            0.161500
            0.686000            0.090800
            0.688000            0.051300
            0.690000            0.029700
            0.692000            0.018000
            0.694000            0.010900
            0.696000            0.006700
            0.698000            0.004000
            0.700000            0.002300
            0.702000            0.001300
            0.704000            0.000700
            0.706000            0.000400
            0.708000            0.000300
            0.710000            0.000300
            0.712000           -0.000100
            0.714000            0.000100
            0.716000           -0.000100
            0.718000            0.000000
            0.720000            0.000000
            0.722000           -0.000200
            0.724000            0.000000
            0.726000            0.000000
            0.728000            0.000000
            0.730000           -0.000100
            0.732000            0.000100
            0.734000            0.000000
            0.736000            0.000000
            0.738000           -0.000100
            0.740000            0.000100
            0.742000            0.000000
            0.744000            0.000000
            0.746000            0.000000
            0.748000            0.000000
            0.750000            0.000100
            0.752000            0.000000
            0.754000            0.000100
            0.756000            0.000000
            0.758000            0.000000
            0.760000            0.000000
            0.762000            0.000100
            0.764000            0.000100
            0.766000            0.000100
            0.768000           -0.000100
            0.770000            0.000100
            0.772000            0.000000
            0.774000            0.000100
            0.776000            0.000100
            0.778000            0.000000
            0.780000           -0.000100
            0.782000            0.000000
            0.784000            0.000000
            0.786000            0.000100
            0.788000            0.000000
            0.790000            0.000000
            0.792000            0.000000
            0.794000            0.000100
            0.796000            0.000200
            0.798000            0.000000
            0.800000            0.000000
            0.802000            0.000100
            0.804000           -0.000100
            0.806000            0.000000
            0.808000            0.000100
            0.810000            0.000000
            0.812000            0.000100
            0.814000            0.000000
            0.816000            0.000100
            0.818000            0.000000
            0.820000            0.000200
            0.822000            0.000100
            0.824000            0.000100
            0.826000            0.000000
            0.828000            0.000000
            0.830000            0.000000
