      Wavelegth (um)      Normalized RSF
            0.500000            0.000000
            0.510000            0.003200
            0.520000            0.003000
            0.530000            0.002800
            0.550000            0.002500
            0.560000            0.101000
            0.570000            0.474000
            0.580000            0.723000
            0.590000            0.787000
            0.600000            0.774000
            0.610000            0.793000
            0.620000            0.861000
            0.630000            1.000000
            0.640000            0.994000
            0.650000            0.942000
            0.660000            0.951000
            0.670000            0.977000
            0.680000            0.723000
            0.690000            0.345000
            0.700000            0.147000
            0.710000            0.071000
            0.720000            0.042000
            0.730000            0.027000
            0.740000            0.017000
            0.750000            0.012000
            0.760000            0.009500
            0.770000            0.010000
            0.780000            0.011000
            0.790000            0.007000
            0.800000            0.000000
