Wavenumber (cm^-1)    Wavelength (um)        Normalized SRF
13425    0.74487895716946    0.896803
13430    0.744601638123604    0.8924256
13435    0.744324525493115    0.8875884
13440    0.744047619047619    0.8822673
13445    0.743770918557084    0.8764422
13450    0.743494423791822    0.8701342
13455    0.743218134522482    0.863381
13460    0.742942050520059    0.8562171
13465    0.742666171555886    0.8486764
13470    0.742390497401633    0.8407904
13475    0.742115027829313    0.8325894
13480    0.741839762611276    0.8241019
13485    0.741564701520208    0.8153555
13490    0.741289844329133    0.8063765
13495    0.741015190811412    0.7971899
13500    0.740740740740741    0.7878203
13505    0.740466493891151    0.778291
13510    0.74019245003701    0.7686248
13515    0.739918608953015    0.7588439
13520    0.739644970414201    0.7489685
13525    0.739371534195934    0.7390162
13530    0.73909830007391    0.7290039
13535    0.73882526782416    0.7189485
13540    0.738552437223043    0.7088665
13545    0.73827980804725    0.6987743
13550    0.738007380073801    0.6886884
13555    0.737735153080044    0.678625
13560    0.737463126843658    0.6686008
13565    0.737191301142647    0.6586324
13570    0.736919675755343    0.6487368
13575    0.736648250460405    0.6389312
13580    0.736377025036819    0.6292332
13585    0.736105999263894    0.6196612
13590    0.735835172921266    0.610233
13595    0.735564545788893    0.6009583
13600    0.735294117647059    0.5918404
13605    0.735023888276369    0.5828832
13610    0.734753857457752    0.5740913
13615    0.734484024972457    0.5654699
13620    0.734214390602056    0.5570254
13625    0.73394495412844    0.5487643
13630    0.733675715333822    0.5406947
13635    0.733406674000733    0.5328249
13640    0.733137829912023    0.5251646
13645    0.732869182850861    0.517724
13650    0.732600732600733    0.5105146
13655    0.732332478945441    0.5035489
13660    0.732064421669107    0.4968404
13665    0.731796560556165    0.4904012
13670    0.731528895391368    0.4842237
13675    0.731261425959781    0.4782908
13680    0.730994152046784    0.4725862
13685    0.730727073438071    0.467095
13690    0.730460189919649    0.4618031
13695    0.730193501277839    0.4566971
13700    0.72992700729927    0.4517648
13705    0.729660707770887    0.4469944
13710    0.729394602479942    0.4423751
13715    0.729128691213999    0.4378967
13720    0.728862973760933    0.4335497
13725    0.728597449908925    0.4293249
13730    0.728332119446468    0.4252141
13735    0.728066982162359    0.4212092
13740    0.727802037845706    0.4173026
13745    0.727537286285922    0.4134833
13750    0.727272727272727    0.4097396
13755    0.727008360596147    0.4060595
13760    0.726744186046512    0.4024319
13765    0.726480203414457    0.3988455
13770    0.726216412490922    0.3952893
13775    0.725952813067151    0.3917525
13780    0.725689404934688    0.3882243
13785    0.725426187885383    0.3846941
13790    0.725163161711385    0.381151
13795    0.724900326205147    0.3775844
13800    0.72463768115942    0.3739833
13805    0.724375226367258    0.3703366
13810    0.724112961622013    0.3666332
13815    0.723850886717336    0.3628621
13820    0.723589001447178    0.3590201
13825    0.723327305605787    0.3551109
13830    0.723065798987708    0.351138
13835    0.722804481387785    0.3471046
13840    0.722543352601156    0.3430137
13845    0.722282412423257    0.3388681
13850    0.72202166064982    0.33467
13855    0.721761097076868    0.3304217
13860    0.721500721500721    0.3261252
13865    0.721240533717995    0.3217822
13870    0.720980533525595    0.3173944
13875    0.720720720720721    0.3129632
13880    0.720461095100865    0.3084895
13885    0.72020165646381    0.3039745
13890    0.719942404607631    0.2994188
13895    0.719683339330695    0.2948239
13900    0.719424460431655    0.2901924
13905    0.719165767709457    0.2855268
13910    0.718907260963336    0.2808298
13915    0.718648939992814    0.2761036
13920    0.718390804597701    0.2713506
13925    0.718132854578097    0.2665727
13930    0.717875089734386    0.261772
13935    0.717617509867241    0.2569504
13940    0.717360114777618    0.2521096
13945    0.717102904266762    0.2472515
13950    0.716845878136201    0.2423775
13955    0.716589036187746    0.2374894
13960    0.716332378223496    0.2325885
13965    0.716075904045829    0.2276764
13970    0.715819613457409    0.2227544
13975    0.715563506261181    0.2178241
13980    0.715307582260372    0.2128871
13985    0.715051841258491    0.2079452
13990    0.714796283059328    0.2029998
13995    0.714540907466953    0.1980527
14000    0.714285714285714    0.1931052
14005    0.714030703320243    0.1881591
14010    0.713775874375446    0.1832159
14015    0.713521227256511    0.1782772
14020    0.713266761768902    0.1733446
14025    0.71301247771836    0.1684198
14030    0.712758374910905    0.1635045
14035    0.712504453152832    0.1586003
14040    0.712250712250712    0.153709
14045    0.711997152011392    0.1488325
14050    0.711743772241993    0.1439735
14055    0.711490572749911    0.1391375
14060    0.711237553342816    0.1343312
14065    0.710984713828653    0.1295612
14070    0.710732054015636    0.1248343
14075    0.710479573712256    0.1201575
14080    0.710227272727273    0.115538
14085    0.70997515086972    0.1109834
14090    0.7097232079489        0.1065013
14095    0.709471443774388    0.1020999
14100    0.709219858156028    0.0977877
14105    0.708968450903935    0.0935735
14110    0.70871722182849    0.0894667
14115    0.708466170740347    0.085477
14120    0.708215297450425    0.0816147
14125    0.707964601769911    0.0778908
14130    0.707714083510262    0.074312
14135    0.707463742483198    0.0708732
14140    0.707213578500707    0.0675681
14145    0.706963591375044    0.0643908
14150    0.706713780918728    0.0613361
14155    0.706464146944543    0.0583993
14160    0.706214689265537    0.0555763
14165    0.705965407695023    0.0528633
14170    0.705716302046577    0.0502572
14175    0.705467372134039    0.0477554
14180    0.705218617771509    0.0453556
14185    0.704970038773352    0.043056
14190    0.704721634954193    0.0408554
14195    0.704473406128919    0.038753
14200    0.704225352112676    0.0367482
14205    0.703977472720873    0.0348411
14210    0.703729767769177    0.0330307
14215    0.703482237073514    0.0313121
14220    0.70323488045007    0.0296799
14225    0.70298769771529    0.0281291
14230    0.702740688685875    0.0266551
14235    0.702493853178785    0.0252536
14240    0.702247191011236    0.0239207
14245    0.702000702000702    0.0226527
14250    0.701754385964912    0.0214463
14255    0.701508242721852    0.0202985
14260    0.701262272089762    0.0192063
14265    0.701016473887136    0.0181672
14270    0.700770847932726    0.017179
14275    0.700525394045534    0.0162395
14280    0.700280112044818    0.0153469
14285    0.700035001750087    0.0144995
14290    0.699790062981106    0.0136956
14295    0.699545295557887    0.0129332
14300    0.699300699300699    0.0122098
14305    0.699056274030059    0.0115234
14310    0.698812019566737    0.0108719
14315    0.69856793573175    0.0102535
14320    0.698324022346369    0.0096665
14325    0.698080279232112    0.0091094
14330    0.697836706210747    0.0085809
14335    0.69759330310429    0.0080795
14340    0.697350069735007    0.0076042
14345    0.69710700592541    0.007154
14350    0.696864111498258    0.0067278
14355    0.696621386276559    0.006325
14360    0.696378830083565    0.0059447
14365    0.696136442742778    0.0055864
14370    0.69589422407794    0.0052495
14375    0.695652173913043    0.0049333
14380    0.695410292072323    0.0046364
14385    0.695168578380257    0.0043576
14390    0.69492703266157    0.0040959
14395    0.69468565474123    0.0038501
14400    0.694444444444444    0.0036194
14405    0.694203401596668    0.0034028
14410    0.693962526023595    0.0031995
14415    0.693721817551162    0.0030087
14420    0.693481276005548    0.0028296
14425    0.693240901213172    0.0026617
14430    0.693000693000693    0.0025043
14435    0.692760651195012    0.0023568
14440    0.692520775623269    0.0022188
14445    0.692281066112842    0.0020896
14450    0.692041522491349    0.0019689
14455    0.691802144586648    0.0018562
14460    0.691562932226833    0.0017511
14465    0.691323885240235    0.001653
14470    0.691085003455425    0.0015614
14475    0.690846286701209    0.0014758
14480    0.69060773480663    0.0013959
14485    0.690369347600966    0.0013211
14490    0.690131124913734    0.0012511
14495    0.689893066574681    0.0011856
14500    0.689655172413793    0.0011241
14505    0.689417442261289    0.0010664
14510    0.689179875947622    0.0010121
14515    0.688942473303479    0.0009609
14520    0.68870523415978    0.0009125
14525    0.688468158347676    0.0008667
14530    0.688231245698555    0.0008232
14535    0.687994496044032    0.0007818
14540    0.687757909215956    0.0007422
14545    0.687521485046408    0.0007043
14550    0.687285223367698    0.0006682
14555    0.687049124012367    0.0006336
14560    0.686813186813187    0.0006007
14565    0.686577411603158    0.0005692
14570    0.686341798215511    0.0005393
14575    0.686106346483705    0.0005109
14580    0.685871056241427    0.0004839
14585    0.685635927322592    0.0004584
14590    0.685400959561343    0.0004344
14595    0.685166152792052    0.0004118
14600    0.684931506849315    0.0003906
14605    0.684697021567956    0.0003709
14610    0.684462696783025    0.0003528
14615    0.684228532329798    0.0003361
14620    0.683994528043776    0.000321
14625    0.683760683760684    0.0003074
14630    0.683526999316473    0.0002953
14635    0.683293474547318    0.0002845
14640    0.683060109289617    0.0002749
14645    0.682826903379993    0.0002664
14650    0.68259385665529    0.0002588
14655    0.682360968952576    0.0002521
14660    0.68212824010914    0.0002461
14665    0.681895669962496    0.0002407
14670    0.681663258350375    0.0002359
14675    0.681431005110732    0.0002315
14680    0.681198910081744    0.0002274
14685    0.680966973101805    0.0002235
14690    0.68073519400953    0.0002198
14695    0.680503572643756    0.0002162
14700    0.680272108843537    0.0002125
14705    0.680040802448147    0.0002086
14710    0.679809653297077    0.0002046
14715    0.679578661230037    0.0002003
14720    0.679347826086957    0.0001958
14725    0.67911714770798    0.0001912
14730    0.678886625933469    0.0001864
14735    0.678656260604004    0.0001817
14740    0.67842605156038    0.0001768
14745    0.678195998643608    0.000172
14750    0.677966101694915    0.0001673
14755    0.677736360555744    0.0001626
14760    0.677506775067751    0.000158
14765    0.677277345072807    0.0001536
14770    0.677048070412999    0.0001494
14775    0.676818950930626    0.0001455
14780    0.6765899864682        0.0001418
14785    0.676361176868448    0.0001384
14790    0.676132521974307    0.0001354
14795    0.675904021628929    0.0001329
14800    0.675675675675676    0.0001307
14805    0.675447483958122    0.0001289
14810    0.675219446320054    0.0001274
14815    0.674991562605467    0.0001262
14820    0.67476383265857    0.0001253
14825    0.674536256323777    0.0001245
14830    0.674308833445718    0.0001239
14835    0.674081563869228    0.0001233
14840    0.673854447439353    0.0001229
14845    0.673627484001347    0.0001224
14850    0.673400673400673    0.0001219
14855    0.673174015483002    0.0001214
14860    0.672947510094213    0.0001207
14865    0.67272115708039    0.0001199
14870    0.672494956287828    0.0001189
14875    0.672268907563025    0.0001176
14880    0.672043010752688    0.0001161
14885    0.671817265703729    0.0001142
14890    0.671591672263264    0.000112
14895    0.671366230278617    0.0001096
14900    0.671140939597315    0.0001069
14905    0.670915800067092    0.000104
14910    0.670690811535882    0.000101
14915    0.670465973851827    0.0000978
14920    0.670241286863271    0.0000946
14925    0.670016750418761    0.0000912
14930    0.669792364367046    0.0000879
14935    0.669568128557081    0.0000845
14940    0.669344042838019    0.0000812
14945    0.669120107059217    0.0000779
14950    0.668896321070234    0.0000747
14955    0.668672684720829    0.0000717
14960    0.668449197860963    0.0000689
14965    0.668225860340795    0.0000662
14970    0.668002672010688    0.0000638
14975    0.667779632721202    0.0000616
14980    0.667556742323098    0.0000597
14985    0.667334000667334    0.000058
14990    0.66711140760507    0.0000565
14995    0.666888962987663    0.0000552
15000    0.666666666666667    0.000054
15005    0.666444518493835    0.0000529
15010    0.666222518321119    0.0000518
15015    0.666000666000666    0.0000509
15020    0.66577896138482    0.0000499
15025    0.665557404326123    0.000049
15030    0.665335994677312    0.000048
15035    0.66511473229132    0.000047
15040    0.664893617021277    0.000046
15045    0.664672648720505    0.0000448
15050    0.664451827242525    0.0000435
15055    0.664231152441049    0.000042
15060    0.664010624169987    0.0000404
15065    0.663790242283438    0.0000386
15070    0.6635700066357        0.0000366
15075    0.66334991708126    0.0000344
15080    0.663129973474801    0.0000321
15085    0.662910175671197    0.0000298
15090    0.662690523525514    0.0000273
15095    0.662471016893011    0.0000248
15100    0.662251655629139    0.0000224
15105    0.66203243958954    0.0000199
15110    0.661813368630046    0.0000175
15115    0.661594442606682    0.0000152
15120    0.661375661375661    0.0000129
15125    0.661157024793388    0.0000109
15130    0.660938532716457    0.0000089
15135    0.660720185001652    0.0000072
15140    0.660501981505945    0.0000057
15145    0.660283922086497    0.0000044
15150    0.66006600660066    0.0000035
15155    0.659848234905972    0.0000028
15160    0.659630606860158    0.0000025
15165    0.659413122321134    0.0000024
15170    0.659195781147001    0.0000026
15175    0.658978583196046    0.000003
15180    0.658761528326746    0.0000035
15185    0.658544616397761    0.0000042
15190    0.658327847267939    0.0000051
15195    0.658111220796315    0.000006
15200    0.657894736842105    0.0000069
15205    0.657678395264716    0.0000079
15210    0.657462195923734    0.0000089
15215    0.657246138678935    0.0000098
15220    0.657030223390276    0.0000107
15225    0.656814449917898    0.0000115
15230    0.656598818122127    0.0000122
15235    0.656383327863472    0.0000127
15240    0.656167979002625    0.000013
15245    0.655952771400459    0.0000132
15250    0.655737704918033    0.000013
15255    0.655522779416585    0.0000127
15260    0.655307994757536    0.0000122
15265    0.655093350802489    0.0000115
15270    0.654878847413229    0.0000106
15275    0.654664484451719    0.0000095
15280    0.654450261780105    0.0000084
15285    0.654236179260713    0.0000071
15290    0.65402223675605    0.0000057
15295    0.6538084341288        0.0000043
15300    0.65359477124183    0.0000027
15305    0.653381247958184    0.0000011
15310    0.653167864141084    0.0000000
15315    0.652954619653934    0.0000000
15320    0.652741514360313    0.0000000
15325    0.65252854812398    0.0000000
15330    0.652315720808871    0.0000000
15335    0.6521030322791        0.0000000
15340    0.651890482398957    0.0000000
15345    0.65167807103291    0.0000000
15350    0.651465798045603    0.0000000
15355    0.651253663301856    0.0000000
15360    0.651041666666667    0.0000000
15365    0.650829808005207    0.0000000
15370    0.650618087182824    0.0000000
15375    0.650406504065041    0.0000000
15380    0.650195058517555    0.0000000
15385    0.64998375040624    0.0000000
15390    0.649772579597141    0.0000000
15395    0.649561545956479    0.0000000
15400    0.649350649350649    0.0000000
15405    0.649139889646219    0.0000000
15410    0.648929266709929    0.0000000
15415    0.648718780408693    0.0000000
15420    0.648508430609598    0.0000000
15425    0.648298217179903    0.0000000
15430    0.648088139987038    0.0000000
15435    0.647878198898607    0.0000000
15440    0.647668393782383    0.0000000
15445    0.647458724506313    0.0000000
15450    0.647249190938511    0.0000000
15455    0.647039792947266    0.0000000
15460    0.646830530401035    0.0000000
15465    0.646621403168445    0.0000000
15470    0.646412411118294    0.0000000
15475    0.646203554119548    0.0000000
15480    0.645994832041344    0.0000000
15485    0.645786244752987    0.0000000
15490    0.645577792123951    0.0000000
15495    0.645369474023879    0.0000000
15500    0.645161290322581    0.0000000
15505    0.644953240890035    0.0000000
15510    0.644745325596389    0.0000000
15515    0.644537544311956    0.0000000
15520    0.644329896907217    0.0000000
15525    0.644122383252818    0.0000000
15530    0.643915003219575    0.0000000
15535    0.643707756678468    0.0000000
15540    0.643500643500644    0.0000000
15545    0.643293663557414    0.0000000
15550    0.643086816720257    0.0000000
15555    0.642880102860816    0.0000000
15560    0.6426735218509        0.0000000
15565    0.64246707356248    0.0000000
15570    0.642260757867694    0.0000000
15575    0.642054574638844    0.0000000
15580    0.641848523748395    0.0000000
15585    0.641642605068977    0.0000000
15590    0.64143681847338    0.0000000
15595    0.641231163834562    0.0000004
15600    0.641025641025641    0.0000029
15605    0.640820249919898    0.0000052
15610    0.640614990390775    0.0000072
15615    0.64040986231188    0.0000088
15620    0.640204865556978    0.0000101
15625    0.64            0.0000109
15630    0.639795265515035    0.0000114
15635    0.639590661976335    0.0000113
15640    0.639386189258312    0.0000109
15645    0.639181847235539    0.0000102
15650    0.638977635782748    0.0000091
15655    0.638773554774832    0.0000077
15660    0.638569604086845    0.0000061
15665    0.638365783593999    0.0000043
15670    0.638162093171666    0.0000023
15675    0.637958532695375    0.0000002
15680    0.637755102040816    0.0000000
15685    0.637551801083838    0.0000000
15690    0.637348629700446    0.0000000
15695    0.637145587766805    0.0000000
15700    0.636942675159236    0.0000000
15705    0.636739891754218    0.0000000
15710    0.63653723742839    0.0000000
15715    0.636334712058543    0.0000000
15720    0.636132315521629    0.0000000
15725    0.635930047694754    0.0000000
15730    0.635727908455181    0.0000000
15735    0.635525897680331    0.0000000
15740    0.635324015247776    0.0000000
15745    0.635122261035249    0.0000000
15750    0.634920634920635    0.0000000
15755    0.634719136781974    0.0000000
15760    0.634517766497462    0.0000000
15765    0.634316523945449    0.0000000
15770    0.634115409004439    0.0000000
15775    0.63391442155309    0.0000000
15780    0.633713561470216    0.0000000
15785    0.63351282863478    0.0000000
15790    0.633312222925902    0.0000000
15795    0.633111744222855    0.0000000
15800    0.632911392405063    0.0000000
15805    0.632711167352104    0.0000000
15810    0.632511068943707    0.0000000
15815    0.632311097059753    0.0000000
15820    0.632111251580278    0.0000000
15825    0.631911532385466    0.0000000
15830    0.631711939355654    0.0000000
15835    0.631512472371329    0.0000000
15840    0.631313131313131    0.0000000
15845    0.631113916061849    0.0000000
15850    0.630914826498423    0.0000000
15855    0.630715862503942    0.0000000
15860    0.630517023959647    0.0000000
15865    0.630318310746927    0.0000000
15870    0.630119722747322    0.0000000
15875    0.62992125984252    0.0000000
15880    0.629722921914358    0.0000000
15885    0.629524708844822    0.0000000
15890    0.629326620516048    0.0000000
15895    0.629128656810318    0.0000000
15900    0.628930817610063    0.0000000
15905    0.628733102797862    0.0000000
15910    0.628535512256442    0.0000000
15915    0.628338045868677    0.0000000
15920    0.628140703517588    0.0000000
15925    0.627943485086342    0.0000000
15930    0.627746390458255    0.0000000
15935    0.627549419516787    0.0000000
15940    0.627352572145546    0.0000000
15945    0.627155848228285    0.0000000
15950    0.626959247648903    0.0000000
15955    0.626762770291445    0.0000000
15960    0.6265664160401        0.0000000
15965    0.626370184779205    0.0000000
15970    0.626174076393237    0.0000000
15975    0.625978090766823    0.0000000
15980    0.625782227784731    0.0000000
15985    0.625586487331874    0.0000000
15990    0.625390869293308    0.0000000
15995    0.625195373554236    0.0000000
16000    0.625            0.0000000
16005    0.624804748516089    0.0000001
16010    0.624609618988132    0.0000032
16015    0.624414611301904    0.0000059
16020    0.624219725343321    0.0000083
16025    0.62402496099844    0.0000102
16030    0.623830318153462    0.0000117
16035    0.62363579669473    0.0000127
16040    0.623441396508728    0.0000134
16045    0.623247117482082    0.0000136
16050    0.623052959501558    0.0000135
16055    0.622858922454064    0.000013
16060    0.62266500622665    0.0000123
16065    0.622471210706505    0.0000113
16070    0.622277535780958    0.0000101
16075    0.622083981337481    0.0000087
16080    0.621890547263682    0.0000072
16085    0.621697233447311    0.0000055
16090    0.621504039776259    0.0000037
16095    0.621310966138552    0.0000017
16100    0.62111801242236    0.0000000
16105    0.620925178515989    0.0000000
16110    0.620732464307883    0.0000000
16115    0.620539869686627    0.0000000
16120    0.620347394540943    0.0000000
16125    0.62015503875969    0.0000000
16130    0.619962802231866    0.0000000
16135    0.619770684846607    0.0000000
16140    0.619578686493185    0.0000000
16145    0.61938680706101    0.0000000
16150    0.619195046439629    0.0000000
16155    0.619003404518725    0.0000000
16160    0.618811881188119    0.0000000
16165    0.618620476337767    0.0000000
16170    0.618429189857761    0.0000000
16175    0.618238021638331    0.0000000
16180    0.618046971569839    0.0000000
16185    0.617856039542787    0.0000000
16190    0.617665225447807    0.0000000
16195    0.617474529175671    0.0000000
16200    0.617283950617284    0.0000000
16205    0.617093489663684    0.0000000
16210    0.616903146206046    0.0000000
16215    0.616712920135677    0.0000000
16220    0.61652281134402    0.0000000
16225    0.61633281972265    0.0000000
16230    0.616142945163278    0.0000000
16235    0.615953187557746    0
16240    0.61576354679803    0
16245    0.615574022776239    0
16250    0.615384615384615    0
16255    0.615195324515534    0
16260    0.615006150061501    0
16265    0.614817091915155    0
16270    0.614628149969269    0
16275    0.614439324116743    0
16280    0.614250614250614    0
16285    0.614062020264047    0
16290    0.613873542050338    0
16295    0.613685179502915    0
16300    0.613496932515337    0
16305    0.613308800981294    0
16310    0.613120784794605    0
16315    0.612932883849219    0
16320    0.612745098039216    0
16325    0.612557427258805    0
16330    0.612369871402327    0
16335    0.612182430364249    0
16340    0.611995104039168    0
16345    0.611807892321811    0
16350    0.611620795107034    0
16355    0.61143381228982    0
16360    0.611246943765281    0
16365    0.611060189428659    0
16370    0.610873549175321    0
16375    0.610687022900763    0
16380    0.610500610500611    0
16385    0.610314311870613    0
16390    0.61012812690665    0
16395    0.609942055504727    0
16400    0.609756097560976    0
16405    0.609570252971655    0
16410    0.60938452163315    0
16415    0.609198903441974    0
16420    0.609013398294763    0
16425    0.60882800608828    0
16430    0.608642726719416    0
16435    0.608457560085184    0
16440    0.608272506082725    0
16445    0.608087564609304    0
16450    0.60790273556231    0
16455    0.607718018839259    0
16460    0.607533414337789    0
16465    0.607348921955663    0
16470    0.607164541590771    0
16475    0.606980273141123    0
16480    0.606796116504854    0
16485    0.606612071580224    0
16490    0.606428138265615    0
16495    0.606244316459533    0
16500    0.606060606060606    0
16505    0.605877006967586    0
16510    0.605693519079346    0
16515    0.605510142294883    0
16520    0.605326876513317    0
16525    0.605143721633888    0
16530    0.604960677555959    0
16535    0.604777744179014    0
16540    0.60459492140266    0
16545    0.604412209126624    0
16550    0.604229607250755    0
16555    0.604047115675023    0
16560    0.603864734299517    0
16565    0.603682463024449    0
16570    0.603500301750151    0
16575    0.603318250377074    0
16580    0.60313630880579    0
16585    0.602954476936991    0
16590    0.602772754671489    0
16595    0.602591141910214    0
16600    0.602409638554217    0
16605    0.602228244504667    0
16610    0.602046959662854    0
16615    0.601865783930184    0
16620    0.601684717208183    0
16625    0.601503759398496    0
16630    0.601322910402886    0
16635    0.601142170123234    0
16640    0.600961538461538    0
16645    0.600781015319916    0
16650    0.600600600600601    0
16655    0.600420294205944    0
16660    0.600240096038415    0
16665    0.6000600060006    0
16670    0.599880023995201    0
16675    0.599700149925037    0
16680    0.599520383693046    0
16685    0.599340725202278    0
16690    0.599161174355902    0
16695    0.598981731057203    0
16700    0.598802395209581    0
16705    0.598623166716552    0
16710    0.598444045481747    0
16715    0.598265031408914    0
16720    0.598086124401914    0
16725    0.597907324364723    0
16730    0.597728631201435    0
16735    0.597550044816253    0
16740    0.597371565113501    0
16745    0.597193191997611    0
16750    0.597014925373134    0
16755    0.596836765144733    0
16760    0.596658711217184    0
16765    0.596480763495377    0
16770    0.596302921884317    0
16775    0.596125186289121    0
16780    0.595947556615018    0
16785    0.595770032767352    0.0000004
16790    0.595592614651578    0.0000017
16795    0.595415302173266    0.0000028
16800    0.595238095238095    0.0000037
16805    0.59506099375186    0.0000043
16810    0.594883997620464    0.0000048
16815    0.594707106749926    0.0000051
16820    0.594530321046373    0.0000052
16825    0.594353640416048    0.0000052
16830    0.5941770647653        0.000005
16835    0.594000594000594    0.0000046
16840    0.593824228028504    0.0000041
16845    0.593647966755714    0.0000035
16850    0.593471810089021    0.0000027
16855    0.593295757935331    0.0000018
16860    0.593119810201661    0.0000007
16865    0.592943966795138    0
16870    0.592768227622999    0
16875    0.592592592592593    0
16880    0.592417061611374    0
16885    0.592241634586912    0
16890    0.59206631142688    0
16895    0.591891092039065    0
16900    0.591715976331361    0
16905    0.591540964211772    0
16910    0.591366055588409    0
16915    0.591191250369494    0
16920    0.591016548463357    0
16925    0.590841949778434    0
16930    0.590667454223272    0
16935    0.590493061706525    0
16940    0.590318772136954    0
16945    0.590144585423429    0
16950    0.589970501474926    0
16955    0.589796520200531    0
16960    0.589622641509434    0
16965    0.589448865310934    0
16970    0.589275191514437    0
16975    0.589101620029455    0
16980    0.588928150765607    0
16985    0.588754783632617    0
16990    0.588581518540318    0
16995    0.588408355398647    0
17000    0.588235294117647    0
17005    0.588062334607468    0
17010    0.587889476778366    0
17015    0.587716720540699    0
17020    0.587544065804935    0
17025    0.587371512481645    0
17030    0.587199060481503    0
17035    0.587026709715292    0
17040    0.586854460093897    0
17045    0.586682311528307    0
17050    0.586510263929619    0
17055    0.58633831720903    0
17060    0.586166471277843    0
17065    0.585994726047466    0
17070    0.585823081429408    0
17075    0.585651537335286    0
17080    0.585480093676815    0
17085    0.585308750365818    0
17090    0.585137507314219    0
17095    0.584966364434045    0
17100    0.584795321637427    0
17105    0.584624378836597    0
17110    0.584453535943892    0
17115    0.58428279287175    0
17120    0.58411214953271    0
17125    0.583941605839416    0
17130    0.583771161704612    0
17135    0.583600817041144    0
17140    0.58343057176196    0
17145    0.583260425780111    0
17150    0.583090379008746    0
17155    0.582920431361119    0
17160    0.582750582750583    0
17165    0.582580833090591    0
17170    0.5824111822947    0
17175    0.582241630276565    0
17180    0.582072176949942    0
17185    0.581902822228688    0
17190    0.58173356602676    0
17195    0.581564408258215    0
17200    0.581395348837209    0
17205    0.581226387678001    0
17210    0.581057524694945    0
17215    0.580888759802498    0
17220    0.580720092915215    0.0000013
17225    0.58055152394775    0.0000047
17230    0.580383052814858    0.0000078
17235    0.58021467943139    0.0000106
17240    0.580046403712297    0.0000129
17245    0.57987822557263    0.0000148
17250    0.579710144927536    0.0000163
17255    0.579542161692263    0.0000173
17260    0.579374275782155    0.000018
17265    0.579206487112656    0.0000184
17270    0.579038795599305    0.0000185
17275    0.578871201157742    0.0000184
17280    0.578703703703704    0.0000181
17285    0.578536303153023    0.0000176
17290    0.578368999421631    0.0000169
17295    0.578201792425556    0.0000162
17300    0.578034682080925    0.0000154
17305    0.577867668303958    0.0000145
17310    0.577700751010976    0.0000137
17315    0.577533930118394    0.0000129
17320    0.577367205542725    0.0000122
17325    0.577200577200577    0.0000115
17330    0.577034045008656    0.000011
17335    0.576867608883761    0.0000106
17340    0.576701268742791    0.0000105
17345    0.576535024502739    0.0000106
17350    0.576368876080692    0.0000109
17355    0.576202823393835    0.0000116
17360    0.576036866359447    0.0000126
17365    0.575871004894904    0.0000141
17370    0.575705238917674    0.0000158
17375    0.575539568345324    0.0000179
17380    0.575373993095512    0.0000204
17385    0.575208513085994    0.000023
17390    0.575043128234618    0.0000259
17395    0.574877838459327    0.000029
17400    0.574712643678161    0.0000323
17405    0.57454754380925    0.0000356
17410    0.574382538770821    0.0000391
17415    0.574217628481194    0.0000426
17420    0.574052812858783    0.0000462
17425    0.573888091822095    0.0000498
17430    0.57372346528973    0.0000534
17435    0.573558933180384    0.0000569
17440    0.573394495412844    0.0000603
17445    0.57323015190599    0.0000636
17450    0.573065902578797    0.0000668
17455    0.572901747350329    0.0000697
17460    0.572737686139748    0.0000725
17465    0.572573718866304    0.000075
17470    0.572409845449342    0.0000773
17475    0.572246065808298    0.0000792
17480    0.5720823798627        0.0000808
17485    0.57191878753217    0.000082
17490    0.571755288736421    0.0000828
17495    0.571591883395256    0.0000832
17500    0.571428571428571    0.0000833
17505    0.571265352756355    0.0000831
17510    0.571102227298686    0.0000826
17515    0.570939194975735    0.0000818
17520    0.570776255707763    0.0000808
17525    0.570613409415121    0.0000796
17530    0.570450656018254    0.0000782
17535    0.570287995437696    0.0000767
17540    0.570125427594071    0.000075
17545    0.569962952408093    0.0000732
17550    0.56980056980057    0.0000712
17555    0.569638279692395    0.0000692
17560    0.569476082004556    0.0000672
17565    0.569313976658127    0.000065
17570    0.569151963574274    0.0000629
17575    0.568990042674253    0.0000607
17580    0.568828213879408    0.0000585
17585    0.568666477111174    0.0000563
17590    0.568504832291074    0.0000542
17595    0.568343279340722    0.0000522
17600    0.568181818181818    0.0000502
17605    0.568020448736155    0.0000483
17610    0.56785917092561    0.0000465
17615    0.567697984672154    0.0000449
17620    0.567536889897843    0.0000433
17625    0.567375886524823    0.0000418
17630    0.567214974475326    0.0000404
17635    0.567054153671676    0.0000391
17640    0.566893424036281    0.0000378
17645    0.566732785491641    0.0000366
17650    0.56657223796034    0.0000354
17655    0.566411781365052    0.0000343
17660    0.566251415628539    0.0000333
17665    0.566091140673648    0.0000322
17670    0.565930956423316    0.0000312
17675    0.565770862800566    0.0000302
17680    0.565610859728507    0.0000292
17685    0.565450947130336    0.0000282
17690    0.565291124929339    0.0000272
17695    0.565131393048884    0.0000263
17700    0.564971751412429    0.0000253
17705    0.564812199943519    0.0000242
17710    0.564652738565782    0.0000232
17715    0.564493367202935    0.0000221
17720    0.564334085778781    0.000021
17725    0.564174894217207    0.0000198
17730    0.564015792442188    0.0000186
17735    0.563856780377784    0.0000174
17740    0.56369785794814    0.000016
17745    0.563539025077487    0.0000147
17750    0.563380281690141    0.0000133
17755    0.563221627710504    0.0000118
