      Wavelegth (um)      Normalized RSF
            0.600000            0.038000
            0.610000            0.030000
            0.620000            0.025000
            0.630000            0.010000
            0.640000            0.000000
            0.650000            0.007000
            0.660000            0.006000
            0.670000            0.005000
            0.680000            0.005000
            0.690000            0.009000
            0.700000            0.101000
            0.710000            0.412000
            0.720000            0.733000
            0.730000            0.907000
            0.740000            0.966000
            0.750000            0.992000
            0.760000            1.000000
            0.770000            0.985000
            0.780000            0.993000
            0.790000            0.926000
            0.800000            0.941000
            0.810000            0.926000
            0.820000            0.870000
            0.830000            0.870000
            0.840000            0.871000
            0.850000            0.870000
            0.860000            0.876000
            0.870000            0.868000
            0.880000            0.872000
            0.890000            0.859000
            0.900000            0.845000
            0.910000            0.836000
            0.920000            0.823000
            0.930000            0.789000
            0.940000            0.782000
            0.950000            0.770000
            0.960000            0.763000
            0.970000            0.729000
            0.980000            0.608000
            0.990000            0.425000
            1.000000            0.250000
            1.010000            0.136000
            1.020000            0.073000
            1.030000            0.040000
            1.040000            0.023000
            1.050000            0.014000
            1.060000            0.008000
            1.070000            0.006000
            1.080000            0.004000
            1.090000            0.003600
            1.100000            0.003700
            1.120000            0.002500
            1.160000            0.001800
