      Wavelegth (um)      Normalized RSF
           10.000000            0.000000
           10.100000            0.004100
           10.200000            0.048400
           10.300000            0.312200
           10.400000            0.866400
           10.500000            1.000000
           10.600000            0.965800
           10.700000            0.960400
           10.800000            0.907400
           10.900000            0.861900
           11.000000            0.802900
           11.100000            0.749000
           11.200000            0.625000
           11.300000            0.385000
           11.400000            0.083300
           11.450000            0.008300
           11.500000            0.000000
