      Wavelegth (um)      Normalized RSF
           11.100000            0.005000
           11.200000            0.006000
           11.300000            0.062000
           11.400000            0.487000
           11.500000            0.804000
           11.600000            0.904000
           11.700000            0.928000
           11.800000            0.934000
           11.900000            0.982000
           12.000000            1.000000
           12.100000            0.912000
           12.200000            0.845000
           12.300000            0.772000
           12.400000            0.456000
           12.500000            0.086000
           12.600000            0.017000
           12.700000            0.010000
