      Wavelegth (um)      Normalized RSF
           11.000000            0.006000
           11.100000            0.006000
           11.200000            0.007000
           11.300000            0.007000
           11.400000            0.046000
           11.500000            0.467000
           11.600000            0.843000
           11.700000            0.909000
           11.800000            1.000000
           11.900000            0.985000
           12.000000            0.999000
           12.100000            0.928000
           12.200000            0.848000
           12.300000            0.770000
           12.400000            0.715000
           12.500000            0.325000
           12.600000            0.029000
           12.700000            0.017000
