     Wavelength (um)      Normalized RSF
            0.500000            0.002100
            0.504000            0.001200
            0.508000            0.000200
            0.512000            0.001700
            0.516000           -0.000200
            0.520000            0.000200
            0.524000            0.000500
            0.528000           -0.000700
            0.532000            0.000100
            0.536000           -0.000300
            0.540000            0.000400
            0.544000           -0.000200
            0.548000           -0.000300
            0.552000           -0.000100
            0.556000           -0.000100
            0.560000           -0.000100
            0.564000            0.000200
            0.568000            0.000000
            0.572000            0.000000
            0.576000            0.000000
            0.580000            0.000100
            0.584000           -0.000200
            0.588000            0.000000
            0.592000            0.000100
            0.596000           -0.000100
            0.600000            0.000000
            0.604000           -0.000100
            0.608000           -0.000100
            0.612000           -0.000200
            0.616000            0.000100
            0.620000            0.000000
            0.624000            0.000100
            0.628000           -0.000200
            0.632000           -0.000100
            0.636000           -0.000100
            0.640000           -0.000100
            0.644000            0.000000
            0.648000            0.000100
            0.652000            0.000100
            0.656000            0.000100
            0.660000           -0.000100
            0.664000           -0.000200
            0.668000           -0.000100
            0.672000            0.000100
            0.676000            0.000000
            0.680000           -0.000100
            0.684000            0.000000
            0.688000            0.000000
            0.692000            0.000100
            0.696000            0.001800
            0.700000            0.015100
            0.704000            0.051700
            0.708000            0.093900
            0.712000            0.129900
            0.716000            0.171200
            0.720000            0.216300
            0.724000            0.273900
            0.728000            0.355100
            0.732000            0.514000
            0.736000            0.717200
            0.740000            0.763800
            0.744000            0.792300
            0.748000            0.827300
            0.752000            0.864700
            0.756000            0.912600
            0.760000            0.944300
            0.764000            0.959500
            0.768000            0.958400
            0.772000            0.952500
            0.776000            0.951500
            0.780000            0.958900
            0.784000            0.974300
            0.788000            0.984700
            0.792000            0.987100
            0.796000            0.977000
            0.800000            0.963000
            0.804000            0.954600
            0.808000            0.959800
            0.812000            0.970000
            0.816000            0.983600
            0.820000            0.994800
            0.824000            0.998900
            0.828000            1.000000
            0.832000            0.996300
            0.836000            0.991300
            0.840000            0.987100
            0.844000            0.984400
            0.848000            0.981400
            0.852000            0.975800
            0.856000            0.971300
            0.860000            0.964400
            0.864000            0.961700
            0.868000            0.961300
            0.872000            0.961300
            0.876000            0.965400
            0.880000            0.969800
            0.884000            0.972800
            0.888000            0.966800
            0.892000            0.963000
            0.896000            0.950800
            0.900000            0.938000
            0.904000            0.927700
            0.908000            0.925200
            0.912000            0.933500
            0.916000            0.943600
            0.920000            0.951000
            0.924000            0.950500
            0.928000            0.949000
            0.932000            0.941000
            0.936000            0.940700
            0.940000            0.952200
            0.944000            0.943000
            0.948000            0.939200
            0.952000            0.923700
            0.956000            0.910000
            0.960000            0.900100
            0.964000            0.895000
            0.968000            0.893800
            0.972000            0.880800
            0.976000            0.840900
            0.980000            0.782100
            0.984000            0.729100
            0.988000            0.702600
            0.992000            0.636600
            0.996000            0.400000
            1.000000            0.156500
            1.004000            0.054700
            1.008000            0.021000
            1.012000            0.009200
            1.016000            0.004700
            1.020000            0.002800
            1.024000            0.001900
            1.028000            0.001400
            1.032000            0.001000
            1.036000            0.000800
            1.040000            0.000600
            1.044000            0.000500
            1.048000            0.000400
            1.052000            0.000300
            1.056000            0.000200
            1.060000            0.000200
            1.064000            0.000100
            1.068000            0.000100
            1.072000            0.000100
