      Wavelegth (um)      Normalized RSF
            9.900000            0.007000
           10.000000            0.013000
           10.100000            0.058000
           10.200000            0.205000
           10.300000            0.611000
           10.400000            0.912000
           10.500000            1.000000
           10.600000            0.998000
           10.700000            0.926000
           10.800000            0.936000
           10.900000            0.948000
           11.000000            0.980000
           11.100000            0.937000
           11.200000            0.744000
           11.300000            0.457000
           11.400000            0.216000
           11.500000            0.093000
           11.600000            0.037000
           11.700000            0.020000
