      Wavelegth (um)      Normalized RSF
            0.550000            0.013000
            0.560000            0.161000
            0.570000            0.471000
            0.580000            0.647000
            0.590000            0.766000
            0.600000            0.800000
            0.610000            0.767000
            0.620000            0.798000
            0.630000            0.892000
            0.640000            0.887000
            0.650000            0.820000
            0.660000            0.784000
            0.670000            0.868000
            0.680000            1.000000
            0.690000            0.825000
            0.700000            0.402000
            0.710000            0.181000
            0.720000            0.084000
            0.730000            0.042000
            0.740000            0.026000
            0.750000            0.019000
            0.760000            0.015000
            0.770000            0.010000
            0.780000            0.005000
            0.790000            0.006000
            0.800000            0.006000
            0.810000            0.006000
            0.820000            0.000000
