      Wavelegth (um)      Normalized RSF
            9.900000            0.019000
           10.000000            0.019000
           10.100000            0.023000
           10.200000            0.037000
           10.300000            0.147000
           10.400000            0.506000
           10.500000            0.892000
           10.600000            0.973000
           10.700000            1.000000
           10.800000            0.958000
           10.900000            0.908000
           11.000000            0.896000
           11.100000            0.884000
           11.200000            0.803000
           11.300000            0.730000
           11.400000            0.518000
           11.500000            0.200000
           11.600000            0.033000
           11.700000            0.019000
           11.800000            0.019000
