      Wavelegth (um)      Normalized RSF
           10.000000            0.003000
           10.100000            0.004000
           10.150000            0.010000
           10.200000            0.026000
           10.250000            0.079000
           10.300000            0.212000
           10.350000            0.456000
           10.400000            0.748000
           10.425000            0.856000
           10.450000            0.953000
           10.475000            0.984000
           10.500000            1.000000
           10.525000            0.988000
           10.550000            0.977000
           10.575000            0.961000
           10.600000            0.953000
           10.625000            0.946000
           10.650000            0.943000
           10.675000            0.943000
           10.700000            0.946000
           10.725000            0.946000
           10.750000            0.946000
           10.775000            0.936000
           10.800000            0.925000
           10.825000            0.903000
           10.850000            0.884000
           10.875000            0.869000
           10.900000            0.850000
           10.925000            0.841000
           10.950000            0.821000
           10.975000            0.807000
           11.000000            0.798000
           11.025000            0.774000
           11.050000            0.768000
           11.075000            0.740000
           11.100000            0.733000
           11.125000            0.720000
           11.150000            0.683000
           11.175000            0.661000
           11.200000            0.647000
           11.225000            0.624000
           11.250000            0.581000
           11.275000            0.528000
           11.300000            0.468000
           11.350000            0.332000
           11.400000            0.172000
           11.450000            0.070000
           11.500000            0.036000
           11.600000            0.005000
           11.700000            0.004000
