      Wavelegth (um)      Normalized RSF
            9.900000            0.005000
           10.000000            0.005000
           10.100000            0.012000
           10.200000            0.072000
           10.300000            0.257000
           10.400000            0.706000
           10.500000            0.968000
           10.600000            1.000000
           10.700000            0.979000
           10.800000            0.939000
           10.900000            0.902000
           11.000000            0.892000
           11.100000            0.857000
           11.200000            0.777000
           11.300000            0.613000
           11.400000            0.277000
           11.500000            0.089000
           11.600000            0.033000
           11.700000            0.016000
           11.800000            0.010000
